===Table.A===
A.id,post_title,post_body,publication_time,comment_count
A-0,Stardrops taste like your favorite thing! What do they taste like to you?,,20 hr. ago,
A-1,Girlfriend discovered Stardew. How long until i get her back?,,19 days ago,
A-2,Holy massive melons (cat for scale),,50 min. ago,22
A-3,Fresh start optimized for mushroom logs instead of crops,,4 min. ago,1
A-4,4 Maple trees = A goblet,,5 days ago,205
A-5,can someone tell me what the door in haleys room lead to??,,6 hr. ago,
A-6,This made me happy,,1 hr. ago,5
A-7,Got my mom into Stardew in 2020. She just hit year 200,Achievement Get!,16 days ago,
A-8,This Pains me,,11 hr. ago,59
A-9,Haley shines in the sunlight~,,4 days ago,
A-10,Stardew Valley/Pelican Town faces a zombie apocalypse ala Resident Evil~ What are the fates of each citizen? Who is surviving?,,15 hr. ago,345
A-11,Do games like Stardew help your mental health? (Grad survey),https://www.surveymonkey.com/r/6RVBTLS,13 min. ago,0
A-12,"Hi, long time no see! Here's Robin.",,21 days ago,
A-13,Year 5 and still dealing with this racoon!!,,14 hr. ago,56
A-14,Name a Stardew character who suffered more than Maru's design and fail miserably.,,7 days ago,655
A-15,Happy Egg Hunting,,7 hr. ago,3
A-16,Drew sandy a while back and was told to put it here too!,,3 hr. ago,
A-17,Why do i keep getting sap and not resin?,,7 days ago,238
A-18,Apparently…,Apparently I was in Willy’s way when he wanted to go to his fishing spot 😭,15 hr. ago,58
A-19,I met CA as Penny at the Honolulu concert!,,15 days ago,124

===Table.B===
A.ref,comment_text,comment_time,commenter
A-9,i can’t comprehend how you did this it’s so COOL !!!!!,4d ago,berry_crescent
A-9,Wait hold up did OP get banned for this?,4d ago,sylvar
A-9,"THE highlights. LOOK AT THE FREAKING HIGHLIGHTS
Amazing work ✨✨",4d ago,No_More_Aioli_Sorry
A-9,That’s insane! Can we see the original art piece?,4d ago,NighthawkE3
A-9,Looks like a mix of Haley with Blonde Blazer from Dispatch :),4d ago,The-Real-Metzli
A-9,OMG that’s beautiful!,4d ago,insertcaffeine
A-10,"The wizard, dwarf, and krobus would fare well",15h ago,NeedleworkerCivil984
A-10,I feel like Marlon would survive too and maybe Clint because he seems to have some weapons in the blacksmith,15h ago,Lvl1Gyatt
A-10,"Clint would be the tragic figure who *could* survive with his equipment and abilities (like... He's a smith, the guy most likely has a decent amount of strength), but he will die either because he tries to save Emily... Or because Emily gets infected, he can't bear it and let's her bite him willingly.",14h ago,Afrista
A-10,"I mean, Clint does have a job... And a beard.",14h ago,weed_blazepot
A-10,I have a feeling Linus would too. He'd hide out in the wild and help the survivors navigate to safety.,14h ago,corkscrewfork
A-10,"Krobus would be the first casualty. A lot of RE outbreaks thrive in the sewers.
Survivors would go down there and find a gigantic Krobus monster hanging out in the water.",14h ago,ZandyTheAxiom
A-10,"George will go out in a blaze of glory, that's for sure",15h ago,100_xp
A-10,Thats my goat right there,14h ago,Sheep_guy360
A-10,One last use for the dynamite,14h ago,DancingIBear
A-10,Demetrius would die first if Hollywood horror is anything to go on.,15h ago,m1kesanders
A-10,"Hell, he might even be Patient 0 due to a science experiment or some shit.",14h ago,Jindo5
A-10,"If we're going by *Resident Evil* rules, he's doomed to become a giant screaming mass of eyes and teeth.
You know, that thing that just happens to scientists.",14h ago,ZandyTheAxiom
A-10,"Pam. hear me out! typical Pam has drank herself into passing out cold, flat on her face. she’s out cold for hours and the zombies pass her lifeless body.",15h ago (edited 11h ago),malonesxfamousxchili
A-10,Pam will show up at a pivotal moment and run over a horde of zombies with the bus so the other villagers can escape.,14h ago,CRtwenty
A-10,Idk about anyones fate but Joja Corp 1000% made the virus,14h ago,FemboyViking
A-10,"Shane will survive purely because all the other zombies mistake his tired face as being one of them and will leave him alone. Alex would tragically die first after doing an ""awesome kung-fu move"" that he saw on TV to take down the zombie horde.",15h ago,All_copacetic_here
A-10,"I’d think Shane would be one of the first to go. There would be reports of zombies and he wouldn’t believe it. Goes out the sewer drainage one night with a six pack. Gets drunk and gets into an argument thinking it’s someone from the City. Classic movie trope.
Edit: grammar",15h ago (edited 14h ago),grandfatherclause
A-10,"Pierre is one of those people that die trying to carry out all of his money.
Willy takes all the people he can on the boat, but most certainly the kids first.",15h ago,TeacupOni
A-10,Pierre is the guy that gets bit and doesn't tell anyone.,14h ago,Horror_Fox_7144
A-10,"I have a weird vision of Abigail, Marnie, and Jas huddled together in Leah's cabin while Leah effortlessly hauls big wooden sculptures in front of the door and windows to keep them all safe, and in the early morning Leah and Abigail take turns foraging and salvaging what they can from the ranch, looking for Shane.",15h ago,Xecluriab
A-10,"sebastian survives but only because his basement acts as a pseudo–bunker. he doesn’t even clock the ongoing zombie apocalypse until he heads out for a late night smoke. even then it might take him a day or three given how secluded the mountain lake is and his general disinterested disposition
evelyn and george (and dusty, oof) get got early. alex sacrifices himself to save haley—everyone presumes it’s unadulterated heroism but truthfully, now his entire family is well and truly dead, he doesn’t have it in him to fight. if he can save someone on his way out? that’s a win–win",14h ago (edited 2h ago),accidentallyamber
A-10,The zombies can’t get to Sebastian because they’re not good enough friends with him to go into his room.,14h ago,Herbdontana
A-10,"Maru dies early, after getting bit by Evelyn, who is patient 0 of the outbreak and ends up at the clinic. Harvey is wracked by survivors guilt because he wasn't at the clinic (it was a Tuesday)",15h ago,Marsdreamer
A-10,harvey while everyone in pelican town is being ravished by the undead:,13h ago,corpsecutie
A-10,Emily. Seriously I think she could force them into thriller dancing. Abigail also one shots wilderness golems,14h ago,ogreofzen
A-11,Done! 😄,8m ago,ImaginaryAd5855
A-12,Love the details! Is the heart in the background of teenager Robin supposed to be for Jodie and Kent?,21d ago,emilyrose95
A-12,"Yes, that's Jodie + Kent :)",21d ago,MK_DrawsSometimes
A-12,Jeorge + Klint,21d ago,Latranis
A-12,I got water on my keyboard man 😭,21d ago,preteen-wartortle
A-12,Is that Linus in the background haha. (Love the art btw),21d ago,FadedSatyr
A-12,"Yes! It's a reference to the first entry in this series of fanarts, wich was about Linus",21d ago,MK_DrawsSometimes
A-12,[Linus] was [Ford Pines]?,21d ago,GWindborn
A-12,I love how his leaves age as he does! Great detail.,21d ago,Grimblehawk
A-12,Before his leaves turned!,21d ago,JulieChensHairpin
A-12,Something so funny about [Sebastian] being 1-3 in that pic and looking 10 years old at the very least,21d ago,No_Character_2681
A-12,"Let's just imagine that he's standing on a stool, ah ah",21d ago,MK_DrawsSometimes
A-12,Young Demetrius in the back of 17… so sweet.,21d ago,ScribeVallincourt
A-12,And young Linus in the back of 25.,21d ago,Phunkie_Junkie
A-12,"Reminds me of a couple of my friends. Knew each other in high school. She married someone else. Abusive relationship so she left that guy. Few years later marries her now husband and it's good.
Neither of them admitted back then but I know she liked him in high school but she didn't act on it at the time.",21d ago,dre5922
A-12,"I adore the little details you added in each panel, this is incredibly cool!",21d ago,peskypsittacine
A-12,"Hi Robin, I hope you’re ready for me to run to you, realize I needed hardwood, run back home, realize you closed, come back the next day, ask you to build something, then realize I had a rock spawn on the build site overnight, run back home, get distracted, come back the next day, realize I accidentally sold the 999 stack of stone, go back home, get more stone, and then have you build something for me!
Then ask your daughter out.
(Demetrius might be right about not trusting me at first.)",21d ago,Apoordm
A-12,[Demetrius] watching you do all of this and taking meticulous notes on how many squirrels you got distracted by in a day. Because he’s a scientist and data points are important.,21d ago,TheWorclown
A-12,"Demetrius to Maru
“Look I know you like him honey but I just watched him drink an entire jar of [void mayonnaise]…”",21d ago,Apoordm
A-12,"i love this and all the small details, like robin’s frog necklace. that’s where seb gets his love for frogs! (or at least that’s what i’m choosing to believe lol)",21d ago,mettaverse12
A-12,god i need to know so bad what the heck happened to sebs' dad 😫😫,21d ago,aliensuperstars_
A-12,"Gets married (not to you)
lmfao
Also love the smile Demetrius gives her with the cheek smooch",21d ago,Yotato5
A-12,"should have also said
""Second Marriage (Still not to you)""",21d ago,LooneyMarauder
A-12,Awww young Linus in the background of slide 4 🩷,21d ago,thisaverageamerican
A-12,I love your take on teen Robin!! Like Mother like Son.,21d ago,lolpersephone
A-13,"What are you having trouble with? He just asks for food, all things you can cook I believe.",14h ago,CrookedNoseRadio
A-13,For some of the things it can take a while to be able to get. I'm currently stuck on getting the trash bear tropical curry because I don't have the recipe yet.,14h ago,billowy_blue
A-13,"Honestly, that and Poi are one of the hardest ones
I had the resort extremely early on and it still took forever to get it.",9h ago,NeighBae
A-13,For me he asked for a fish 2 times.,8h ago,sehuce
A-13,Its always fish i dont have,2h ago,Sweaty_Screen7245
A-13,Mine required two rhubarb pies. Took forever to get them in the traveling cart.,10h ago,Wild_Cockroach_2544
A-13,"Were you so relieved to have finally found a rhubarb pie, only to be asked for another rhubarb pie?",7h ago,lavenderewe
A-13,Don't even get me started with the traveling cart merchant! She never has anything i need.,2h ago,Sweaty_Screen7245
A-13,"(Lh) Friend,,, that is a bear",10h ago,Fireant23
A-13,It has a tail though. He just a fluffy racoon,10h ago,Sweaty_Screen7245
A-13,I was always under the impression he is a tanuki!,9h ago,DangIt_MoonMoon
A-13,He's the Trash Bear. https://stardewvalleywiki.com/Cindersap_Forest#Trash_Bear,10h ago,JediLincoln14
A-13,There are other raccoons in the game,9h ago,Subject_Werewolf6685
A-13,I would have said its a fat cat.,8h ago,Zhammyx
A-13,I wish he stuck around longer,11h ago,OriginalNord
A-13,I get sad when he leaves. I want him to stay there and I’ll bring him gifts when I visit krobus,8h ago,PrismaticStardrop
A-13,I’ll give him everything he wants and more,2h ago,OriginalNord
A-13,"It would be great if the trash bear was a recurring event - like maybe once a year. After all, more trash washes up on shores all the time. They could even make him spawn on ginger island.",6h ago,Frickelmeister
A-13,"See I didn't even know he was like a thing and stumbled upon him my first playthrough, luckily I am a hoarder and was able to run back and forth to my house kitchen chest and just give him all the meals i made for the chef achievement 😂",10h ago,throwawayallthedrama
A-13,"That's the Trash Bear. He looks like a fat tanuki, but is actually called ""Trash bear"" in the game files.",8h ago,MouseRangers
A-13,N/A,8h ago,PrismaticStardrop
A-13,"I tend to just hoard ingredients until I get trash bear, then cook everything I can at that point instead of cooking beforehand. Then again, one year I got escargot then a snail",6h ago,KatieAmber01
A-13,I don’t blame you. His tastes are so demanding.,6h ago,KimnWithanN
A-13,"Can someone pls explain to me what feeding him does? I found him for the first time yesterday (it’s my first time playing the game), fed him once and it did nothing. If I keep feeding him will something happen?
(This post was great timing for me lol)",2h ago,mostlyjade
A-13,Yeah it took me a long time to complete the trash bear since he asked for fiddlehead risotto and I had to watch The Queen of Sauce tons of times before the recipe came on,59m ago,Spot__Pilgrim
A-14,free my girl maru from the silk press i beg ....,7d ago,lemondemoning
A-14,That’s her heat damage progression photos 😭 look at that breakage,6d ago,Real_Ad7928
A-14,Those ends are FRIED... mine are too 😔,6d ago,PinkProvalone
A-14,"Holy shit. Now that you mention it, I can see it",6d ago,DandyWarlocks
A-14,"Get her a silk bonnet stat I’ll raise silk moths on my farm, I’m sure I can grow a mulberry tree",6d ago,kichisowseri
A-14,Right. Let my girl rock the curls we *know* she has. Turn the hot comb loose!,7d ago,No-Investigator-2756
A-14,"plot twist: it’s not even a silk press, her hair is just permanently flat-ironed from getting electrocuted by her lab gadgets every morning",6d ago,Born-Yesterday1091
A-14,I always thought her hair was in braids like this.,7d ago,Adamsoski
A-14,I like that for her. Seems like it might be lower maintenance than the other hairstyles (?) which would suit her. But anyone can correct me if I’m wrong!,7d ago,Agreeable-Dog-1131
A-14,microbraids maru would slayyyyy,6d ago,cannibal-ascending
A-14,I love the curls so much,7d ago,spicygummi
A-14,RETURN HER CURLS,7d ago,TadaSuko
A-14,The first one is Roxxane from goof troop,7d ago,CanisZero
A-14,*[A Goofy Movie] but yes you’re spot on,7d ago,shintakarajima
A-14,It's the leaning tower of cheese-a.,7d ago,Fabulous-Sea-1590
A-14,1 and 3 competing with Elliot in hair category,7d ago,Idk_345am
A-14,"There you go, buddy",7d ago,mawkee
A-14,"Whoah this is it. I always feels there is something not quite right about maru design, turns out it’s the straight hair",6d ago,silently_watch
A-14,"😨🤣 This was *literally* my awkward phase as a nerdy mixed girl.
(I appreciate all of you who marry her though lol)",6d ago,BitchfulThinking
A-14,Omg she looks so prettyyyyy,7d ago,Maximumfabulosity
A-14,2 with round glasses would’ve been SOOO cute😭,7d ago,veggiebuttt
A-14,You're missing the most fun changes,6d ago,IonicGold
A-14,Original looks like something from a Meat Canyon video.,6d ago,skeletalfury
A-14,The main villain of stardew valley isn't Pierre or Joja. It's the hair iron,7d ago,lesbianminecrafter
A-15,This is epic🤣 poor Abigail 🤣,7h ago,Existing-Glove5073
A-15,Kids like you SHOULD BE IN SECOND PLACE!,6h ago,Emerald_Digger
A-15,"The only thing they (the eggs and children) fear, is *you*.",6h ago,Nilfgaardian-Lemon
A-17,i love oddly specific meme images,7d ago,Ill-Front-9552
A-17,i like to think you waited at least a few years to whip this out. i am crying lmao,7d ago,gh0stmilk_
A-17,"Ngl, I saw this on Tumblr YEARS ago and I've finally gotten a chance to use it lmao",7d ago,nghtmrafterxmas
A-17,"break it down, are you kidding me?!? this is hand-carved mahogany!",7d ago,ForgetfulDoryFish
A-17,"""Give us oak resin and we'll burn your house to the ground""
""Uh, don't you mean 'or'?""
""Give us oak resin OOOOOR we'll burn your house to the ground""",7d ago,danirijeka
A-17,"You got me laughing at a mahogany joke in 2026, well done",7d ago,TadaSuko
A-17,"You've put the tapper on a Hardwood tree, which doesn't give Resin. if you put the tapper on another tree- oak, pine, or maple- it'll produce results.
If you're after RESIN specifically, you'll need to tap an Oak tree. I've added a photo of what they look like 😌",7d ago,charlyeeee
A-17,remember hole at the top,7d ago,moocat90
A-17,That's how I remembered it too.,7d ago,meaniesg
A-17,That sounds sus without context lol,7d ago,sianna777
A-17,Thank you so much 😭 now it all makes sense,7d ago,yll_xt
A-17,"Well, shit, I had no idea you *could* tap hardwood trees. Do they always give that much sap? I'm always low on sap!",7d ago,snowman334
A-17,Different trees produce different things. The hardwood mahogany tree produces sap every day when tapped. Pine trees produce pine tar every 5 days. Oak trees produce oak resin every 7 days. Maple trees produce maple syrup every 9 days.,7d ago,Brutask_user
A-17,I got so confused cause i keep getting sap for like 4 days straight and i was used with just waiting for days and then getting resin. It's my first time seeing sap in tapper for this tree. Thank you very much,7d ago,yll_xt
A-17,"In the fall or after the green rain event, certain trees can turn into wild trees, which produce sap in tappers. It will turn back into a regular tree after the fall is over.",7d ago,arcanaasparagus
A-17,Here ya go!!,7d ago,WarningWonderful5264
A-17,Can…can I tap Elliot?…asking for a friend…,7d ago,Flamingowaffle
A-17,"While we on subject. This might be a stupid question and english is not my first language.
Why is oak resin named resin yet Pine produces...Tar. like. Arent they both resins?",7d ago,theta0123
A-17,"Pine tar is a product processed from pine resin apparently, i think it's just the game's way of giving us a variety of resources",7d ago,battleaxe_l
A-17,"Similarly, you don't get syrup directly from a maple tree, you make it from maple sap.",7d ago,NekoArtemis
A-17,"I think it’s to keep the item names more obviously different. Maple trees give syrup, oak give resin, pine give tar, and mahogany give sap.
It’s worth noting too that pine tar is a thing, but it’s not produced by tapping the tree, at least in our world",7d ago,SigmaBunny
A-17,"That’s a Hardwood tree, they produce sap",7d ago,alexjf56
A-17,"Wait hold on now, you can get sap this way????",7d ago,SolKaynn
A-18,Same energy,14h ago,BrokenHope23
A-18,Omg stop 😂😂😂😂,14h ago,Ordinary_giraffe90
A-18,One day we'll get Willy as a romanceable NPC and then we'll all be like:,14h ago,BrokenHope23
A-18,Lmao 😂,14h ago,b0b1991
A-18,"Immaculate rizz from Willy
(now let me romance him)",10h ago,Correct_Document_607
A-18,"Every time Willy does that, I catch feelings.",15h ago,SnarkySeahorse1103
A-18,Right? 😂,15h ago,Ordinary_giraffe90
A-18,"*""..Willy? Woah....wait...w-w-what are we?""*",14h ago,SnarkySeahorse1103
A-18,"And that, kids, is how I met your father",14h ago,Impressive-Skirt7204
A-18,😂😂 one of my favorite shows!,14h ago,Ordinary_giraffe90
A-18,Willy can handle his rod behind me anytime.,14h ago,Blueskys643
A-18,Bah dum dum *tssss*,14h ago,Ordinary_giraffe90
A-18,I know you stood there on purpose,14h ago,Paizuti
A-18,Shhhhh 😳,13h ago,Ordinary_giraffe90
A-18,He's just showing you how to properly handle a rod.,14h ago,Cavalry7734
A-18,"So, yeah...",12h ago,BarristanTheB0ld
A-18,I feel like most of us have experienced this at least once 😂,14h ago,Olyah_M02
A-18,It's a good fishing spot ngl. It has good vibes.,13h ago,HQQ1
A-18,I saw a video on a sketchy website like this once!,13h ago,Archduke_Of_Beer
A-18,WillysWilly.com?,11h ago,Ordinary_giraffe90
A-18,You were in the way of Willy’s Willy.,14h ago,Beno169
A-18,Apparently that looks fishy,13h ago,PropertySouthern5102
A-18,How else do you think he got his name?,12h ago,ApLDapL
A-18,"omfg he did this to me yesterday, where is the “please stop” button",14h ago,white-as-styrofoam
A-18,What are you doing step-fisherman?,13h ago,Vulpes-Deputa8735
A-19,How awesome! Do you mind sharing where you got your shoes from? They're so cute!,15d ago,Inside-Athlete6631
A-19,My shoes are from Dansko in the style Fawna. They’re the chestnut version that I dyed a darker brown,15d ago,typicalunicorns
A-19,The ape isn't looking quite concerned,15d ago,SplashB95
A-19,"He should be less concerned after all the money he's made on the game.
No shade--he earned it by making something wholesome and great that has brought joy to a lot of people. He seems like a genuinely good dude.",15d ago,AllMadeofGlass
A-19,My man is a multi-millionaire while rocking his New-Balance shoes. Legend,15d ago,Adorable_Vast5676
A-19,This gave me a chuckle.,15d ago,footballisrugby
A-19,A Chucklefish?,15d ago,sexydaniboy
A-19,That concerned ape cosplay is insane,15d ago,Jeggu2
A-19,But we can still tell it wasn't him becuz he didn't look concerned,15d ago,Inside_Ad_6572
A-19,This guy also needs like 100% more sherpa,15d ago,Particular-Village91
A-19,Yeah but no jacket!,15d ago,Laeno
A-19,Yeah I can’t believe CA dressed as penny,15d ago,Interesting-Cap8792
A-19,Penny and Sebastian,15d ago,uL4G
A-19,Sebastian is a skinny pretty boy. CA looks like a hunk!,15d ago,AtriaX2k
A-19,Give it a few years then maybe Sebastian will transform I can't say if it would be an upgrade or a downgrade tho,15d ago,skiploops
A-19,Actually sebastian is inspired by CA himself on his personality and life of living in his mom's house while creating stardew valley.,15d ago,Inside_Ad_6572
A-19,It’s like meeting your daughter lol,15d ago,RavyRaptor
A-19,She's technically cosplaying his wife lol,15d ago,AsheBnarginDalmasca
A-19,Yeah I know it's been years but it must still be kinda trippy seeing strangers cosplay as characters you created in your farming sim,15d ago,BobbleBobble
A-19,Seeing him without his jacket,15d ago,TheRealSparkleMotion
A-19,This is so real. Man looks naked,15d ago,neloulai
A-19,I love seeing everyone's cosplays on here because everyone always absolutely nails it! Great job and great that you got to meet Mr. Ape himself! 🤯☺️,15d ago,RetroBratRose
A-19,First time I have ever seen him not wearing the Levi's sherpa jacket. I didn't even know he had arms,15d ago,treadlightning
A-19,,15d ago,Dust45
